id,terjemah,tjclean
[59.6],Dan apa saja harta rampasan (fai-i) yang diberikan Allah kepada Rasul-Nya (dari harta benda) mereka maka untuk mendapatkan itu kamu tidak mengerahkan seekor kuda pun dan (tidak pula) seekor unta pun tetapi Allah yang memberikan kekuasaan kepada Rasul-Nya terhadap siapa yang dikehendaki-Nya. Dan Allah Maha Kuasa atas segala sesuatu.,harta rampasan faii allah rasulnya harta benda mengerahkan seekor kuda seekor unta allah kekuasaan rasulnya dikehendakinya allah maha kuasa
[59.7],Apa saja harta rampasan (fai-i) yang diberikan Allah kepada Rasul-Nya yang berasal dari penduduk kota-kota maka adalah untuk Allah Rasul kerabat Rasul anak-anak yatim orang-orang miskin dan orang-orang yang dalam perjalanan supaya harta itu jangan hanya beredar di antara orang-orang kaya saja di antara kamu. Apa yang diberikan Rasul kepadamu maka terimalah dia. Dan apa yang dilarangnya bagimu maka tinggalkanlah dan bertakwalah kepada Allah. Sesungguhnya Allah sangat keras hukuman-Nya.,harta rampasan faii allah rasulnya berasal penduduk kotakota allah rasul kerabat rasul anakanak yatim orangorang miskin orangorang perjalanan harta beredar orangorang kaya rasul kepadamu terimalah dilarangnya bagimu tinggalkanlah bertakwalah allah sesungguhnya allah keras hukumannya
[59.8],(Juga) bagi para fakir yang berhijrah yang diusir dari kampung halaman dan dari harta benda mereka (karena) mencari karunia dari Allah dan keridaan (Nya) dan mereka menolong Allah dan Rasul-Nya. Mereka itulah orang-orang yang benar.,fakir berhijrah diusir kampung halaman harta benda mencari karunia allah keridaan nya menolong allah rasulnya orangorang
[59.9],Dan orang-orang yang telah menempati Kota Madinah dan telah beriman (Ansar) sebelum (kedatangan) mereka (Muhajirin) mereka mencintai orang yang berhijrah kepada mereka. Dan mereka tiada menaruh keinginan dalam hati mereka terhadap apa-apa yang diberikan kepada mereka (orang Muhajirin) dan mereka mengutamakan (orang-orang Muhajirin) atas diri mereka sendiri. Sekalipun mereka memerlukan (apa yang mereka berikan itu). Dan siapa yang dipelihara dari kekikiran dirinya mereka itulah orang-orang yang beruntung.,orangorang menempati kota madinah beriman ansar kedatangan muhajirin mencintai orang berhijrah tiada menaruh hati apaapa orang muhajirin mengutamakan orangorang muhajirin dipelihara kekikiran orangorang beruntung
[59.10],Dan orang-orang yang datang sesudah mereka (Muhajirin dan Ansar) mereka berdoa: Ya Tuhan kami beri ampunlah kami dan saudara-saudara kami yang telah beriman lebih dahulu dari kami dan janganlah Engkau membiarkan kedengkian dalam hati kami terhadap orang-orang yang beriman Ya Tuhan kami sesungguhnya Engkau Maha Penyantun lagi Maha Penyayang.,orangorang muhajirin ansar berdoa ya tuhan ampunlah saudarasaudara beriman engkau membiarkan kedengkian hati orangorang beriman ya tuhan sesungguhnya engkau maha penyantun maha penyayang
[59.11],Apakah kamu tiada memperhatikan orang-orang munafik yang berkata kepada saudara-saudara mereka yang kafir di antara ahli Kitab: Sesungguhnya jika kamu diusir niscaya kami pun akan keluar bersama kamu dan kami selama-lamanya tidak akan patuh kepada siapa pun untuk (menyusahkan) kamu dan jika kamu diperangi pasti kami akan membantu kamu. Dan Allah menyaksikan bahwa sesungguhnya mereka benar-benar pendusta.,tiada memperhatikan orangorang munafik saudarasaudara kafir ahli kitab sesungguhnya diusir niscaya selamalamanya patuh menyusahkan diperangi membantu allah menyaksikan sesungguhnya benarbenar pendusta
[59.12],Sesungguhnya jika mereka diusir orang-orang munafik itu tiada akan keluar bersama mereka dan sesungguhnya jika mereka diperangi niscaya mereka tiada akan menolongnya sesungguhnya jika mereka menolongnya niscaya mereka akan berpaling lari ke belakang kemudian mereka tiada akan mendapat pertolongan.,sesungguhnya diusir orangorang munafik tiada sesungguhnya diperangi niscaya tiada menolongnya sesungguhnya menolongnya niscaya berpaling lari tiada pertolongan
[59.13],Sesungguhnya kamu dalam hati mereka lebih ditakuti daripada Allah. Yang demikian itu karena mereka adalah kaum yang tiada mengerti.,sesungguhnya hati ditakuti allah kaum tiada mengerti
[59.14],Mereka tiada akan memerangi kamu dalam keadaan bersatu padu kecuali dalam kampung-kampung yang berbenteng atau di balik tembok. Permusuhan antara sesama mereka adalah sangat hebat. Kamu kira mereka itu bersatu sedang hati mereka berpecah belah. Yang demikian itu karena sesungguhnya mereka adalah kaum yang tiada mengerti.,tiada memerangi bersatu padu kecuali kampungkampung berbenteng tembok permusuhan hebat bersatu hati berpecah belah sesungguhnya kaum tiada mengerti
[59.15],(Mereka adalah) seperti orang-orang Yahudi yang belum lama sebelum mereka telah merasai akibat buruk dari perbuatan mereka dan bagi mereka azab yang pedih.,orangorang yahudi merasai akibat buruk perbuatan azab pedih
[59.16],(Bujukan orang-orang munafik itu adalah) seperti (bujukan) setan ketika dia berkata kepada manusia: Kafirlah kamu maka tatkala manusia itu telah kafir ia berkata: Sesungguhnya aku berlepas diri dari kamu karena sesungguhnya aku takut kepada Allah Tuhan semesta alam.,bujukan orangorang munafik bujukan setan manusia kafirlah tatkala manusia kafir sesungguhnya berlepas sesungguhnya takut allah tuhan semesta alam
[59.17],Maka adalah kesudahan keduanya bahwa sesungguhnya keduanya (masuk) ke dalam neraka mereka kekal di dalamnya. Demikianlah balasan orang-orang yang lalim.,kesudahan sesungguhnya masuk neraka kekal dalamnya balasan orangorang lalim
[59.18],Hai orang-orang yang beriman bertakwalah kepada Allah dan hendaklah setiap diri memperhatikan apa yang telah diperbuatnya untuk hari esok (akhirat) dan bertakwalah kepada Allah sesungguhnya Allah Maha Mengetahui apa yang kamu kerjakan.,hai orangorang beriman bertakwalah allah memperhatikan esok akhirat bertakwalah allah sesungguhnya allah maha kerjakan
[59.19],Dan janganlah kamu seperti orang-orang yang lupa kepada Allah lalu Allah menjadikan mereka lupa kepada diri mereka sendiri. Mereka itulah orang-orang yang fasik.,orangorang lupa allah allah menjadikan lupa orangorang fasik
[59.20],Tiada sama penghuni-penghuni neraka dengan penghuni-penghuni surga penghuni-penghuni surga itulah orang-orang yang beruntung.,tiada penghunipenghuni neraka penghunipenghuni surga penghunipenghuni surga orangorang beruntung
[59.21],Kalau sekiranya Kami menurunkan Al Qur'an ini kepada sebuah gunung pasti kamu akan melihatnya tunduk terpecah belah disebabkan takut kepada Allah. Dan perumpamaan-perumpamaan itu Kami buat untuk manusia supaya mereka berpikir.,menurunkan al quran gunung tunduk terpecah belah disebabkan takut allah perumpamaanperumpamaan manusia berpikir
[59.22],Dia-lah Allah Yang tiada Tuhan (yang berhak disembah) selain Dia Yang Mengetahui yang gaib dan yang nyata Dia-lah Yang Maha Pemurah lagi Maha Penyayang.,allah tiada tuhan berhak disembah gaib nyata maha pemurah maha penyayang
[59.23],Dia-lah Allah Yang tiada Tuhan (yang berhak disembah) selain Dia Raja Yang Maha Suci Yang Maha Sejahtera Yang Mengaruniakan keamanan Yang Maha Memelihara Yang Maha Perkasa Yang Maha Kuasa Yang Memiliki segala keagungan Maha Suci Allah dari apa yang mereka persekutukan.,allah tiada tuhan berhak disembah raja maha suci maha sejahtera mengaruniakan keamanan maha memelihara maha perkasa maha kuasa memiliki keagungan maha suci allah persekutukan
[59.24],Dia-lah Allah Yang Menciptakan Yang Mengadakan Yang Membentuk Rupa Yang Mempunyai Nama-Nama Yang Paling baik. Bertasbih kepada-Nya apa yang ada di langit dan di bumi. Dan Dia-lah Yang Maha Perkasa lagi Maha Bijaksana.,allah menciptakan mengadakan membentuk rupa namanama bertasbih langit bumi maha perkasa maha bijaksana
[60.1],Hai orang-orang yang beriman janganlah kamu mengambil musuh-Ku dan musuhmu menjadi teman-teman setia yang kamu sampaikan kepada mereka (berita-berita Muhammad) karena rasa kasih sayang padahal sesungguhnya mereka telah ingkar kepada kebenaran yang datang kepadamu mereka mengusir Rasul dan (mengusir) kamu karena kamu beriman kepada Allah Tuhanmu. Jika kamu benar-benar keluar untuk berjihad pada jalan-Ku dan mencari keridaan-Ku (janganlah kamu berbuat demikian). Kamu memberitahukan secara rahasia (berita-berita Muhammad) kepada mereka karena rasa kasih sayang. Aku lebih mengetahui apa yang kamu sembunyikan dan apa yang kamu nyatakan. Dan barang siapa di antara kamu yang melakukannya maka sesungguhnya dia telah tersesat dari jalan yang lurus.,hai orangorang beriman mengambil musuhku musuhmu temanteman setia beritaberita muhammad kasih sayang sesungguhnya ingkar kebenaran kepadamu mengusir rasul mengusir beriman allah tuhanmu benarbenar berjihad jalanku mencari keridaanku berbuat memberitahukan rahasia beritaberita muhammad kasih sayang sembunyikan nyatakan barang melakukannya sesungguhnya tersesat jalan lurus
[60.2],Jika mereka menangkap kamu niscaya mereka bertindak sebagai musuh bagimu dan melepaskan tangan dan lidah mereka kepadamu dengan menyakiti (mu) dan mereka ingin supaya kamu (kembali) kafir.,menangkap niscaya bertindak musuh bagimu melepaskan tangan lidah kepadamu menyakiti mu kafir
[60.3],Karib kerabat dan anak-anakmu sekali-kali tiada bermanfaat bagimu pada hari Kiamat. Dia akan memisahkan antara kamu. Dan Allah Maha Melihat apa yang kamu kerjakan.,karib kerabat anakanakmu sekalikali tiada bermanfaat bagimu kiamat memisahkan allah maha kerjakan
[60.4],Sesungguhnya telah ada suri teladan yang baik bagimu pada Ibrahim dan orang-orang yang bersama dengan dia ketika mereka berkata kepada kaum mereka: Sesungguhnya kami berlepas diri dari kamu dan dari apa yang kamu sembah selain Allah kami ingkari (kekafiran) mu dan telah nyata antara kami dan kamu permusuhan dan kebencian buat selama-lamanya sampai kamu beriman kepada Allah saja. Kecuali perkataan Ibrahim kepada bapaknya: Sesungguhnya aku akan memohonkan ampunan bagi kamu dan aku tiada dapat menolak sesuatu pun dari kamu (siksaan) Allah. (Ibrahim berkata): Ya Tuhan kami hanya kepada Engkaulah kami bertawakal dan hanya kepada Engkaulah kami bertobat dan hanya kepada Engkaulah kami kembali,sesungguhnya suri teladan bagimu ibrahim orangorang kaum sesungguhnya berlepas sembah allah ingkari kekafiran mu nyata permusuhan kebencian selamalamanya beriman allah kecuali perkataan ibrahim bapaknya sesungguhnya memohonkan ampunan tiada menolak siksaan allah ibrahim ya tuhan engkaulah bertawakal engkaulah bertobat engkaulah
[60.5],Ya Tuhan kami janganlah Engkau jadikan kami (sasaran) fitnah bagi orang-orang kafir. Dan ampunilah kami ya Tuhan kami. Sesungguhnya Engkau Engkaulah Yang Maha Perkasa lagi Maha Bijaksana.,ya tuhan engkau jadikan sasaran fitnah orangorang kafir ampunilah ya tuhan sesungguhnya engkau engkaulah maha perkasa maha bijaksana
[60.6],Sesungguhnya pada mereka itu (Ibrahim dan umatnya) ada teladan yang baik bagimu (yaitu) bagi orang yang mengharap (pahala) Allah dan (keselamatan pada) Hari kemudian. Dan barang siapa yang berpaling maka sesungguhnya Allah Dia-lah Yang Maha Kaya lagi terpuji.,sesungguhnya ibrahim umatnya teladan bagimu orang mengharap pahala allah keselamatan barang berpaling sesungguhnya allah maha kaya terpuji
[60.7],Mudah-mudahan Allah menimbulkan kasih sayang antaramu dengan orang-orang yang kamu musuhi di antara mereka. Dan Allah adalah Maha Kuasa. Dan Allah Maha Pengampun lagi Maha Penyayang.,mudahmudahan allah menimbulkan kasih sayang antaramu orangorang musuhi allah maha kuasa allah maha pengampun maha penyayang
[60.8],Allah tiada melarang kamu untuk berbuat baik dan berlaku adil terhadap orang-orang yang tiada memerangimu karena agama dan tidak (pula) mengusir kamu dari negerimu. Sesungguhnya Allah menyukai orang-orang yang berlaku adil.,allah tiada melarang berbuat berlaku adil orangorang tiada memerangimu agama mengusir negerimu sesungguhnya allah menyukai orangorang berlaku adil
[60.9],Sesungguhnya Allah hanya melarang kamu menjadikan sebagai kawanmu orang-orang yang memerangi kamu karena agama dan mengusir kamu dari negerimu dan membantu (orang lain) untuk mengusirmu. Dan barang siapa menjadikan mereka sebagai kawan maka mereka itulah orang-orang yang lalim.,sesungguhnya allah melarang menjadikan kawanmu orangorang memerangi agama mengusir negerimu membantu orang mengusirmu barang menjadikan kawan orangorang lalim
[60.10],Hai orang-orang yang beriman apabila datang berhijrah kepadamu perempuan-perempuan yang beriman maka hendaklah kamu uji (keimanan) mereka. Allah lebih mengetahui tentang keimanan mereka maka jika kamu telah mengetahui bahwa mereka (benar-benar) beriman maka janganlah kamu kembalikan mereka kepada (suami-suami mereka) orang-orang kafir. Mereka tiada halal bagi orang-orang kafir itu dan orang-orang kafir itu tiada halal pula bagi mereka. Dan berikanlah kepada (suami-suami) mereka mahar yang telah mereka bayar. Dan tiada dosa atasmu mengawini mereka apabila kamu bayar kepada mereka maharnya. Dan janganlah kamu tetap berpegang pada tali (perkawinan) dengan perempuan-perempuan kafir dan hendaklah kamu minta mahar yang telah kamu bayar dan hendaklah mereka meminta mahar yang telah mereka bayar. Demikianlah hukum Allah yang ditetapkan-Nya di antara kamu. Dan Allah Maha Mengetahui lagi Maha Bijaksana.,hai orangorang beriman berhijrah kepadamu perempuanperempuan beriman uji keimanan allah keimanan benarbenar beriman kembalikan suamisuami orangorang kafir tiada halal orangorang kafir orangorang kafir tiada halal berikanlah suamisuami mahar bayar tiada dosa atasmu mengawini bayar maharnya berpegang tali perkawinan perempuanperempuan kafir mahar bayar mahar bayar hukum allah ditetapkannya allah maha maha bijaksana
[60.11],Dan jika seseorang dari istri-istrimu lari kepada orang-orang kafir lalu kamu mengalahkan mereka maka bayarkanlah kepada orang-orang yang lari istrinya itu mahar sebanyak yang telah mereka bayar. Dan bertakwalah kepada Allah Yang kepada-Nya kamu beriman.,istriistrimu lari orangorang kafir mengalahkan bayarkanlah orangorang lari istrinya mahar bayar bertakwalah allah beriman
[60.12],Hai Nabi apabila datang kepadamu perempuan-perempuan yang beriman untuk mengadakan janji setia bahwa mereka tidak akan mempersekutukan sesuatu pun dengan Allah tidak akan mencuri tidak akan berzina tidak akan membunuh anak-anaknya tidak akan berbuat dusta yang mereka ada-adakan antara tangan dan kaki mereka dan tidak akan mendurhakaimu dalam urusan yang baik maka terimalah janji setia mereka dan mohonkanlah ampunan kepada Allah untuk mereka. Sesungguhnya Allah Maha Pengampun lagi Maha Penyayang.,hai nabi kepadamu perempuanperempuan beriman mengadakan janji setia mempersekutukan allah mencuri berzina membunuh anakanaknya berbuat dusta adaadakan tangan kaki mendurhakaimu urusan terimalah janji setia mohonkanlah ampunan allah sesungguhnya allah maha pengampun maha penyayang
[60.13],Hai orang-orang yang beriman janganlah kamu jadikan penolongmu kaum yang dimurkai Allah sesungguhnya mereka telah putus asa terhadap negeri akhirat sebagaimana orang-orang kafir yang telah berada dalam kubur berputus asa.,hai orangorang beriman jadikan penolongmu kaum dimurkai allah sesungguhnya putus asa negeri akhirat orangorang kafir kubur berputus asa
[61.1],Bertasbih kepada Allah apa saja yang ada di langit dan apa saja yang ada di bumi dan Dia-lah Yang Maha Perkasa lagi Maha Bijaksana.,bertasbih allah langit bumi maha perkasa maha bijaksana
[61.2],Hai orang-orang yang beriman mengapa kamu mengatakan apa yang tidak kamu perbuat?,hai orangorang beriman perbuat
[61.3],Amat besar kebencian di sisi Allah bahwa kamu mengatakan apa-apa yang tiada kamu kerjakan.,kebencian sisi allah apaapa tiada kerjakan
[61.4],Sesungguhnya Allah menyukai orang-orang yang berperang di jalan-Nya dalam barisan yang teratur seakan-akan mereka seperti suatu bangunan yang tersusun kokoh.,sesungguhnya allah menyukai orangorang berperang jalannya barisan teratur seakanakan bangunan tersusun kokoh
[61.5],Dan (ingatlah) ketika Musa berkata kepada kaumnya: Hai kaumku mengapa kamu menyakitiku sedangkan kamu mengetahui bahwa sesungguhnya aku adalah utusan Allah kepadamu? Maka tatkala mereka berpaling (dari kebenaran) Allah memalingkan hati mereka dan Allah tiada memberi petunjuk kepada kaum yang fasik.,ingatlah musa kaumnya hai kaumku menyakitiku sesungguhnya utusan allah kepadamu tatkala berpaling kebenaran allah memalingkan hati allah tiada petunjuk kaum fasik
[61.6],Dan (ingatlah) ketika Isa Putra Maryam berkata: Hai Bani Israel sesungguhnya aku adalah utusan Allah kepadamu membenarkan kitab (yang turun) sebelumku yaitu Taurat dan memberi kabar gembira dengan (datangnya) seorang Rasul yang akan datang sesudahku yang namanya Ahmad (Muhammad) Maka tatkala rasul itu datang kepada mereka dengan membawa bukti-bukti yang nyata mereka berkata: Ini adalah sihir yang nyata.,ingatlah isa putra maryam hai bani israel sesungguhnya utusan allah kepadamu membenarkan kitab turun sebelumku taurat kabar gembira datangnya rasul sesudahku namanya ahmad muhammad tatkala rasul membawa buktibukti nyata sihir nyata
[61.7],Dan siapakah yang lebih lalim daripada orang yang mengada-adakan dusta terhadap Allah sedang dia diajak kepada agama Islam? Dan Allah tiada memberi petunjuk kepada orang-orang yang lalim.,lalim orang mengadaadakan dusta allah diajak agama islam allah tiada petunjuk orangorang lalim
[61.8],Mereka ingin hendak memadamkan cahaya (agama) Allah dengan mulut (ucapan-ucapan) mereka dan Allah tetap menyempurnakan cahaya-Nya meskipun orang-orang kafir benci.,memadamkan cahaya agama allah mulut ucapanucapan allah menyempurnakan cahayanya orangorang kafir benci
[61.9],Dia-lah yang mengutus Rasul-Nya dengan membawa petunjuk dan agama yang benar agar Dia memenangkannya di atas segala agama-agama meskipun orang-orang musyrik benci.,mengutus rasulnya membawa petunjuk agama memenangkannya agamaagama orangorang musyrik benci
[61.10],Hai orang-orang yang beriman sukakah kamu Aku tunjukkan suatu perniagaan yang dapat menyelamatkan kamu dari azab yang pedih?,hai orangorang beriman sukakah tunjukkan perniagaan menyelamatkan azab pedih
[61.11],(yaitu) kamu beriman kepada Allah dan Rasul-Nya dan berjihad di jalan Allah dengan harta dan jiwamu. Itulah yang lebih baik bagi kamu jika kamu mengetahuinya,beriman allah rasulnya berjihad jalan allah harta jiwamu mengetahuinya
[61.12],niscaya Allah akan mengampuni dosa-dosamu dan memasukkan kamu ke dalam surga yang mengalir di bawahnya sungai-sungai dan (memasukkan kamu) ke tempat tinggal yang baik di dalam surga Adn. Itulah keberuntungan yang besar.,niscaya allah mengampuni dosadosamu memasukkan surga mengalir bawahnya sungaisungai memasukkan tinggal surga adn keberuntungan
[61.13],Dan (ada lagi) karunia yang lain yang kamu sukai (yaitu) pertolongan dari Allah dan kemenangan yang dekat (waktunya). Dan sampaikanlah berita gembira kepada orang-orang yang beriman.,karunia sukai pertolongan allah kemenangan sampaikanlah berita gembira orangorang beriman
[61.14],Hai orang-orang yang beriman jadilah kamu penolong-penolong (agama) Allah sebagaimana Isa putra Maryam telah berkata kepada pengikut-pengikutnya yang setia: Siapakah yang akan menjadi penolong-penolongku (untuk menegakkan agama) Allah? Pengikut-pengikut yang setia itu berkata: Kami lah penolong-penolong agama Allah lalu segolongan dari Bani Israel beriman dan segolongan (yang lain) kafir maka kami berikan kekuatan kepada orang-orang yang beriman terhadap musuh-musuh mereka lalu mereka menjadi orang-orang yang menang.,hai orangorang beriman penolongpenolong agama allah isa putra maryam pengikutpengikutnya setia penolongpenolongku menegakkan agama allah pengikutpengikut setia penolongpenolong agama allah segolongan bani israel beriman segolongan kafir kekuatan orangorang beriman musuhmusuh orangorang menang
[62.1],Senantiasa bertasbih kepada Allah apa yang ada di langit dan apa yang ada di bumi. Raja Yang Maha Suci Yang Maha Perkasa lagi Maha Bijaksana.,senantiasa bertasbih allah langit bumi raja maha suci maha perkasa maha bijaksana
[62.2],Dia-lah yang mengutus kepada kaum yang buta huruf seorang Rasul di antara mereka yang membacakan ayat-ayat-Nya kepada mereka menyucikan mereka dan mengajarkan kepada mereka Kitab dan Hikmah (As Sunah). Dan sesungguhnya mereka sebelumnya benar-benar dalam kesesatan yang nyata,mengutus kaum buta huruf rasul membacakan ayatayatnya menyucikan mengajarkan kitab hikmah as sunah sesungguhnya benarbenar kesesatan nyata
[62.3],dan (juga) kepada kaum yang lain dari mereka yang belum berhubungan dengan mereka. Dan Dia-lah Yang Maha Perkasa lagi Maha Bijaksana.,kaum berhubungan maha perkasa maha bijaksana
[62.4],Demikianlah karunia Allah diberikan-Nya kepada siapa yang dikehendaki-Nya dan Allah mempunyai karunia yang besar.,karunia allah dikehendakinya allah karunia
[62.5],Perumpamaan orang-orang yang dipikulkan kepadanya Taurat kemudian mereka tiada memikulnya adalah seperti keledai yang membawa kitab-kitab yang tebal. Amatlah buruknya perumpamaan kaum yang mendustakan ayat-ayat Allah itu. Dan Allah tiada memberi petunjuk kepada kaum yang lalim.,perumpamaan orangorang dipikulkan taurat tiada memikulnya keledai membawa kitabkitab tebal buruknya perumpamaan kaum mendustakan ayatayat allah allah tiada petunjuk kaum lalim
[62.6],Katakanlah: Hai orang-orang yang menganut agama Yahudi jika kamu mendakwakan bahwa sesungguhnya kamu sajalah kekasih Allah bukan manusia-manusia yang lain maka harapkanlah kematianmu jika kamu adalah orang-orang yang benar.,hai orangorang menganut agama yahudi mendakwakan sesungguhnya kekasih allah manusiamanusia harapkanlah kematianmu orangorang
[62.7],Mereka tiada akan mengharapkan kematian itu selama-lamanya disebabkan kejahatan yang telah mereka perbuat dengan tangan mereka sendiri. Dan Allah Maha Mengetahui akan orang-orang yang lalim.,tiada mengharapkan kematian selamalamanya disebabkan kejahatan perbuat tangan allah maha orangorang lalim
[62.8],Katakanlah: Sesungguhnya kematian yang kamu lari daripadanya maka sesungguhnya kematian itu akan menemui kamu kemudian kamu akan dikembalikan kepada (Allah) yang mengetahui yang gaib dan yang nyata lalu Dia beritakan kepadamu apa yang telah kamu kerjakan.,sesungguhnya kematian lari daripadanya sesungguhnya kematian menemui dikembalikan allah gaib nyata beritakan kepadamu kerjakan
[62.9],Hai orang-orang yang beriman apabila diseru untuk menunaikan sembahyang pada hari Jumat maka bersegeralah kamu kepada mengingat Allah dan tinggalkanlah jual beli. Yang demikian itu lebih baik bagimu jika kamu mengetahui.,hai orangorang beriman diseru menunaikan sembahyang jumat bersegeralah allah tinggalkanlah jual beli bagimu
[62.10],Apabila telah ditunaikan sembahyang maka bertebaranlah kamu di muka bumi dan carilah karunia Allah dan ingatlah Allah banyak-banyak supaya kamu beruntung.,ditunaikan sembahyang bertebaranlah muka bumi carilah karunia allah ingatlah allah banyakbanyak beruntung
[62.11],Dan apabila mereka melihat perniagaan atau permainan mereka bubar untuk menuju kepadanya dan mereka tinggalkan kamu sedang berdiri (berkhutbah). Katakanlah: Apa yang di sisi Allah adalah lebih baik daripada permainan dan perniagaan dan Allah Sebaik-baik Pemberi rezeki.,perniagaan permainan bubar tinggalkan berdiri berkhutbah sisi allah permainan perniagaan allah sebaikbaik pemberi rezeki
[63.1],Apabila orang-orang munafik datang kepadamu mereka berkata: Kami mengakui bahwa sesungguhnya kamu benar-benar Rasul Allah. Dan Allah mengetahui bahwa sesungguhnya kamu benar-benar Rasul-Nya dan Allah mengetahui bahwa sesungguhnya orang-orang munafik itu benar-benar orang pendusta.,orangorang munafik kepadamu mengakui sesungguhnya benarbenar rasul allah allah sesungguhnya benarbenar rasulnya allah sesungguhnya orangorang munafik benarbenar orang pendusta
[63.2],Mereka itu menjadikan sumpah mereka sebagai perisai lalu mereka menghalangi (manusia) dari jalan Allah. Sesungguhnya amat buruklah apa yang telah mereka kerjakan.,menjadikan sumpah perisai menghalangi manusia jalan allah sesungguhnya buruklah kerjakan
[63.3],Yang demikian itu adalah karena bahwa sesungguhnya mereka telah beriman kemudian menjadi kafir (lagi) lalu hati mereka dikunci mati karena itu mereka tidak dapat mengerti.,sesungguhnya beriman kafir hati dikunci mati mengerti
[63.4],Dan apabila kamu melihat mereka tubuh-tubuh mereka menjadikan kamu kagum. Dan jika mereka berkata kamu mendengarkan perkataan mereka. Mereka adalah seakan-akan kayu yang tersandar. Mereka mengira bahwa tiap-tiap teriakan yang keras ditujukan kepada mereka. Mereka itulah musuh (yang sebenarnya) maka waspadalah terhadap mereka semoga Allah membinasakan mereka. Bagaimanakah mereka sampai dipalingkan (dari kebenaran)?,tubuhtubuh menjadikan kagum mendengarkan perkataan seakanakan kayu tersandar tiaptiap teriakan keras musuh waspadalah semoga allah membinasakan dipalingkan kebenaran
[63.5],Dan apabila dikatakan kepada mereka: Marilah (beriman) agar Rasulullah memintakan ampunan bagimu mereka membuang muka mereka dan kamu lihat mereka berpaling sedang mereka menyombongkan diri.,marilah beriman rasulullah ampunan bagimu membuang muka lihat berpaling menyombongkan
[63.6],Sama saja bagi mereka kamu mintakan ampunan atau tidak kamu mintakan ampunan bagi mereka Allah tidak akan mengampuni mereka sesungguhnya Allah tidak memberi petunjuk kepada orang-orang yang fasik.,mintakan ampunan mintakan ampunan allah mengampuni sesungguhnya allah petunjuk orangorang fasik
[63.7],Mereka orang-orang yang mengatakan (kepada orang-orang Ansar): Janganlah kamu memberikan perbelanjaan kepada orang-orang (Muhajirin) yang ada di sisi Rasulullah supaya mereka bubar (meninggalkan Rasulullah). Padahal kepunyaan Allah-lah perbendaharaan langit dan bumi tetapi orang-orang munafik itu tidak memahami.,orangorang orangorang ansar perbelanjaan orangorang muhajirin sisi rasulullah bubar meninggalkan rasulullah kepunyaan allahlah perbendaharaan langit bumi orangorang munafik memahami
[63.8],Mereka berkata: Sesungguhnya jika kita telah kembali ke Madinah benar-benar orang yang kuat akan mengusir orang-orang yang lemah daripadanya. Padahal kekuatan itu hanyalah bagi Allah bagi Rasul-Nya dan bagi orang-orang mukmin tetapi orang-orang munafik itu tiada mengetahui.,sesungguhnya madinah benarbenar orang kuat mengusir orangorang lemah daripadanya kekuatan allah rasulnya orangorang mukmin orangorang munafik tiada
[63.9],Hai orang-orang yang beriman janganlah harta-hartamu dan anak-anakmu melalaikan kamu dari mengingat Allah. Barang siapa yang membuat demikian maka mereka itulah orang-orang yang rugi.,hai orangorang beriman hartahartamu anakanakmu melalaikan allah barang orangorang rugi
[63.10],Dan belanjakanlah sebagian dari apa yang telah Kami berikan kepadamu sebelum datang kematian kepada salah seorang di antara kamu lalu ia berkata: Ya Tuhanku mengapa Engkau tidak menangguhkan (kematian) ku sampai waktu yang dekat yang menyebabkan aku dapat bersedekah dan aku termasuk orang-orang yang saleh?,belanjakanlah kepadamu kematian salah ya tuhanku engkau menangguhkan kematian ku menyebabkan bersedekah orangorang saleh
[63.11],Dan Allah sekali-kali tidak akan menangguhkan (kematian) seseorang apabila datang waktu kematiannya. Dan Allah Maha Mengetahui apa yang kamu kerjakan.,allah sekalikali menangguhkan kematian kematiannya allah maha kerjakan
[64.1],Senantiasa bertasbih kepada Allah apa yang di langit dan apa yang di bumi hanya Allah-lah yang mempunyai semua kerajaan dan semua puji-pujian dan Dia Maha Kuasa atas segala sesuatu.,senantiasa bertasbih allah langit bumi allahlah kerajaan pujipujian maha kuasa
[64.2],Dia-lah yang menciptakan kamu maka di antara kamu ada yang kafir dan di antaramu ada yang beriman. Dan Allah Maha Melihat apa yang kamu kerjakan.,menciptakan kafir antaramu beriman allah maha kerjakan
[64.3],Dia menciptakan langit dan bumi dengan (tujuan) yang benar Dia membentuk rupamu dan dibaguskan-Nya rupamu itu dan hanya kepada-Nya-lah kembali (mu).,menciptakan langit bumi tujuan membentuk rupamu dibaguskannya rupamu kepadanyalah mu
[64.4],Dia mengetahui apa yang ada di langit dan di bumi dan mengetahui apa yang kamu rahasiakan dan apa yang kamu nyatakan. Dan Allah Maha Mengetahui segala isi hati.,langit bumi rahasiakan nyatakan allah maha isi hati
[64.5],Apakah belum datang kepadamu (hai orang-orang kafir) berita orang-orang kafir dahulu? Maka mereka telah merasakan akibat yang buruk dari perbuatan mereka dan mereka memperoleh azab yang pedih.,kepadamu hai orangorang kafir berita orangorang kafir merasakan akibat buruk perbuatan memperoleh azab pedih
